Object,City of the judge’s office,Tax Related,Number of Lawyers,Number of Legal Parties,Number of Persons,Settlement,Value formatted,Unified Contribution formatted
OR-145009,Palermo,0,2,1,2,3909.596638773916,11233.104125164844,237.0
OR-145999,Napoli,0,2,1,1,2061.8603466553013,3301.2567441447995,98.0
OR-145009,Milano,0,2,2,1,3802.536395869683,11305.421287305116,237.0
OR-145999,Milano,0,5,1,4,3538.605521867812,4500.0,85.0
OR-140999,*,0,1,1,2,500.0,500.0,43.0
OR-140999,Napoli,0,2,1,1,1.9515497762766725,3000.0,98.0
OR-145999,Genova,0,2,1,1,3234.871329911048,3289.4012441923155,98.0
OR-140999,Napoli,0,2,1,1,800.0,1033.0,43.0
OR-145009,Roma,0,2,1,2,7614.08415467081,4650.196590841273,98.0
OR-140999,Palermo,0,3,1,2,1158.2809842137901,1085.1000176538635,98.0
OR-140999,Milano,0,1,0,2,773.4246978500558,747.8721693292267,43.0
OR-140999,Napoli,1,2,1,2,797.53563825232,6676.446200358275,237.0
OR-145999,Roma,0,1,0,2,500.0,500.0,43.0
*,Bari,0,2,2,0,2100.0922480513927,2080.978245556287,49.0
OR-145999,Napoli,0,2,3,1,1978.2048519219352,2895.955451619873,98.0
OR-140999,Milano,0,1,1,1,538.5075603926085,530.2657120375058,43.0
OR-140999,Milano,0,2,2,1,1013.0864986022347,0.0,43.0
OR-145009,Bologna,0,2,1,3,2233.525394634716,4834.679771047665,98.0
OR-145009,Palermo,0,1,1,2,5075.32511005134,5200.0,98.0
OR-145009,Torino,0,2,1,1,2922.368447618233,2995.391372161944,98.0
OR-145009,Venezia,0,2,2,1,1499.974770326936,5200.0,98.0
OR-145009,Torino,0,2,2,1,3366.9805301634183,3737.7284110496967,98.0
OR-145999,*,0,2,0,2,4334.418722310812,4143.068324508891,85.0
OR-145999,Genova,0,2,1,1,19764.079316625677,0.0,237.0
OR-145999,Palermo,0,2,1,1,662.6751691531418,2315.701070443997,98.0
OR-145999,Napoli,0,1,1,1,1000.0000000000001,1000.0,43.0
OR-145009,Torino,0,2,1,1,1053.2328268499132,5200.0,237.0
OR-140999,Milano,0,2,1,1,2857.2913791039905,4197.161439747748,98.0
OR-140999,Milano,0,2,0,2,5271.405014671814,5200.0,49.0
OR-145999,Milano,0,2,1,1,1499.9794811531278,1500.0,98.0
OR-145009,Milano,0,1,1,1,496.86615781801385,1000.0,43.0
OR-140999,*,0,1,0,2,418.3612057295602,455.3083093097532,21.5
OR-140999,Torino,0,2,1,1,2349.1773518471637,2369.6075997128487,98.0
OR-145009,*,0,2,1,1,699.2360225116367,3797.633526571143,98.0
OR-140999,Napoli,1,3,1,2,500.0,1020.0775939391951,43.0
OR-145009,Milano,0,2,0,2,600.0,635.4099247922384,43.0
OR-145009,Palermo,0,1,2,2,1327.9584153301626,1328.6023288432734,98.0
OR-140999,Milano,0,1,0,2,1675.569769796353,1626.9972856202487,98.0
OR-145009,Napoli,0,2,2,1,3585.8702295191906,7324.562479126127,237.0
OR-145009,Milano,0,1,1,2,1199.9999999999998,1553.771374008384,98.0
OR-140999,Milano,0,1,0,2,249.75078736994246,249.49396002733664,43.0
OR-140999,Venezia,0,3,2,1,1199.9999999999998,2000.0,98.0
OR-145009,Milano,0,2,1,1,1098.1659300281658,1107.967815325688,43.0
OR-145999,Torino,0,2,2,0,953.8434696402064,8409.706891048541,206.0
*,Palermo,0,2,1,1,410.0565413099351,1033.0,37.0
OR-145009,Torino,0,1,1,1,346.9889594565971,1100.0,43.0
OR-145999,Napoli,0,2,2,1,980.1937883314259,1100.0,43.0
OR-140999,Napoli,0,2,2,1,1576.010388849118,3788.068268326672,98.0
OR-145009,*,0,2,1,1,1752.8859835571106,5200.0,98.0
OR-145999,Milano,0,2,0,2,250.0,250.0,43.0
OR-140999,Genova,0,2,1,1,1552.374770297625,5200.0,98.0
OR-140999,Napoli,0,1,2,1,956.3811072842166,994.9836619923003,43.0
OR-145009,Milano,0,2,2,2,4514.7634315710875,21714.191543645145,206.0
OR-145999,Bari,0,1,1,1,600.0,600.0,43.0
OR-145009,Torino,0,1,1,1,3624.5760137612738,3666.9197811964655,98.0
OR-140999,Torino,0,3,2,2,500.0,533.2519621626159,43.0
OR-140999,*,0,2,0,2,1300.0,1270.9943691896474,98.0
OR-140999,Napoli,1,1,1,1,1109.1192254573155,1092.070928662074,43.0
OR-145009,Palermo,0,2,1,1,1250.7853714470996,1233.4398823071817,98.0
OR-140999,*,0,2,0,3,15568.067938926382,14623.480871986048,237.0
OR-145999,Milano,0,2,0,2,5000.0,5000.0,49.0
OR-145009,Palermo,0,4,3,3,8545.584511478377,5224.99754847012,237.0
OR-140999,Torino,0,2,0,2,2560.0158031108035,5000.0,98.0
OR-140999,*,0,1,0,2,310.169232675365,299.8747566836602,43.0
OR-145009,Bologna,0,2,1,2,1186.902627284153,1500.0,98.0
OR-145009,Torino,0,1,2,1,2381.5610823849383,5388.452488989653,237.0
OR-140999,Napoli,1,2,1,1,200.48193948663436,123.42874548616909,43.0
OR-145009,Torino,0,3,3,2,2000.0,5200.0,98.0
OR-145009,*,0,2,1,1,3457.2712729560153,3505.6148865685473,98.0
OR-140999,Bologna,0,3,3,1,1700.0000000000002,26000.0,237.0
OR-140999,Napoli,1,1,1,2,900.0,898.137072227768,43.0
OR-145009,Palermo,0,2,3,1,3908.1641972331963,5200.0,85.0
OR-145999,Venezia,0,1,1,1,1151.7493630320737,1171.6656808693594,98.0
OR-140999,Firenze,0,3,3,0,5000.0,5000.0,85.0
OR-145009,Firenze,0,2,2,1,13479.850426867688,13406.8795999338,237.0
OR-145999,Bari,0,2,1,1,1609.3561842091447,3287.8837029993774,98.0
OR-145009,Venezia,0,2,1,1,1199.9999999999998,5000.0,98.0
OR-140999,Firenze,0,2,0,2,3120.506271476274,3000.2031671023715,49.0
OR-145009,Palermo,0,2,1,1,2296.7710002518534,2796.87533226427,98.0
OR-145009,Palermo,0,2,1,1,308.6381135225976,332.58063680104124,43.0
OR-145999,*,0,1,2,0,1500.0,1608.815689958652,98.0
OR-145009,*,0,2,1,2,2294.553572024073,3928.319987430994,98.0
OR-145999,Roma,0,2,1,1,1594.2814944737054,1603.6778231183773,49.0
OR-145009,Milano,0,1,1,1,1630.1191062327894,1900.6657895512421,49.0
OR-145999,Milano,0,1,0,2,492.3697712934333,518.0160870499043,43.0
OR-145999,Torino,0,2,1,1,1500.0,3812.056254648003,49.0
OR-140999,Napoli,0,1,1,1,250.0,1000.0,43.0
OR-145009,Palermo,0,2,2,2,2336.147674489474,2218.6988499185422,98.0
OR-140999,Napoli,1,3,1,2,0.01,447.0882397468264,43.0
OR-140999,Palermo,0,3,2,1,3531.4543407754063,3090.05368399304,98.0
OR-140999,Torino,0,1,1,1,361.58123807122024,650.2440253561829,43.0
*,Genova,0,2,1,1,399.14862925318374,400.0,21.5
OR-140999,Napoli,0,1,2,1,3598.880869403351,5200.0,98.0
*,Firenze,0,0,1,1,330.447906694167,307.5756645818895,43.0
OR-145999,Milano,0,1,1,1,250.0,400.0,43.0
OR-140999,*,0,2,0,2,4205.3376541480575,4125.149046955001,98.0
OR-145009,Palermo,0,1,1,1,4615.276360020661,4792.549716390993,98.0
OR-140999,Bologna,0,1,1,1,2.0,750.0,43.0
OR-140999,Bari,0,2,1,2,1798.8834183517922,1731.717768758679,98.0
OR-145999,*,0,2,0,2,2446.3733880024292,3500.0,98.0
OR-145009,*,0,2,4,1,1000.0000000000001,1500.0,85.0
OR-140999,Milano,0,3,0,3,1537.5273118775053,1693.7610648150066,98.0
OR-140999,*,0,2,1,1,4789.629047957385,4705.417678080485,98.0
OR-145009,Milano,0,2,2,2,1597.8117442063863,5171.100103058215,98.0
OR-145009,Roma,0,1,2,1,1150.7805605528267,5098.117781267498,98.0
OR-140999,Milano,1,2,1,2,3580.892352005173,3421.638974240086,98.0
OR-140999,*,0,2,2,1,257.4707283287711,250.0,43.0
OR-140999,Firenze,0,0,1,1,264.91075611517493,273.10633185184236,43.0
OR-145009,Milano,0,2,2,1,6810.055931346725,15041.927657603272,237.0
OR-145999,*,0,3,1,2,2250.4743297459127,4469.954890259794,98.0
OR-145009,Firenze,0,1,0,2,484.0316502387433,465.78435723676256,43.0
OR-140999,Bari,1,2,1,2,2368.1707321325157,2170.6361932148284,98.0
OR-145999,*,0,1,1,1,1968.5475432722112,1911.3598691577922,98.0
OR-140999,Firenze,0,1,1,1,197.20509415244857,1032.0,43.0
OR-140999,Firenze,0,1,1,1,441.0774414175305,443.1836840464118,43.0
OR-145009,*,0,3,2,1,500.0,500.0,43.0
OR-140999,Milano,0,1,1,1,386.22745139536084,1275.9727784315724,98.0
OR-145999,Roma,0,2,1,1,250.0,250.0,43.0
OR-140999,Napoli,0,2,2,1,4000.0,4449.019693643394,85.0
*,Firenze,0,1,3,0,2956.918294297086,5000.0,98.0
OR-145009,*,0,1,1,1,4107.761757996864,4133.858613180042,98.0
OR-145009,Roma,0,2,1,3,750.0000000000001,1032.0,43.0
OR-145009,Napoli,0,2,1,3,5346.110119553112,5207.343758085316,237.0
OR-145009,Milano,0,2,0,2,1500.0,1502.44165988923,98.0
OR-145009,Palermo,0,2,1,2,5694.657494615892,6628.96335931013,237.0
OR-140999,Cagliari,0,2,1,1,1144.848759758658,1100.0,43.0
*,Napoli,0,1,0,3,2001.2538970812354,1943.850486334073,98.0
OR-145009,Venezia,0,1,1,1,1578.5248356169247,1592.2776008027201,98.0
OR-140999,Milano,0,2,1,1,17910.719568339002,17639.27465529158,237.0
OR-145009,Napoli,0,1,2,1,1864.3342068150002,1747.5602308648731,85.0
OR-140999,Cagliari,0,2,1,1,1032.91,1033.0,21.5
OR-145009,Genova,0,2,1,1,1500.0,1562.2432003204492,98.0
OR-145999,Firenze,0,1,1,1,450.0,444.0410621488579,43.0
OR-145009,Napoli,0,2,2,1,367.6986289186475,5200.0,85.0
OR-145999,Milano,0,2,0,2,990.3209614305069,974.4644216244614,21.5
OR-145009,Napoli,0,2,2,1,5632.600472251129,17986.57123334521,237.0
OR-140999,Roma,1,3,1,2,0.01,851.4127957828533,43.0
OR-145999,Milano,0,2,1,2,1169.7155793514294,1148.8051638739573,98.0
OR-145009,*,0,2,1,1,16868.674955297367,20000.0,237.0
OR-140999,*,0,1,1,1,162.0010219646858,157.87330352069887,85.0
OR-140999,Napoli,0,1,1,1,978.8199495451543,991.437353386751,43.0
OR-145009,Milano,0,1,1,1,1000.0000000000001,1000.0,43.0
OR-140999,*,0,2,1,1,285.91123318516446,297.3801040028948,43.0
OR-140999,Palermo,1,3,1,3,8011.613186791344,7294.847474595665,237.0
OR-140999,Napoli,1,2,1,2,3689.8960862122367,3525.975350733615,98.0
OR-145009,*,0,2,0,4,3497.6460955486427,4500.0,98.0
OR-145009,Bari,0,2,0,2,3179.5010523902097,3165.6251177995014,98.0
OR-145999,Cagliari,0,2,1,1,4791.8563841633295,4827.107109863286,98.0
OR-140999,Napoli,0,1,2,1,951.8053075641905,1000.0,43.0
OR-140999,Torino,0,2,2,0,400.00000000000006,1231.9529407139025,49.0
OR-140999,Napoli,0,1,1,1,4338.721146829836,4202.029759236586,98.0
OR-145009,Genova,0,2,0,2,19534.170578892943,17978.908699794574,237.0
OR-140999,Napoli,1,4,1,5,1180.1298898451319,4655.106656679806,98.0
OR-145009,Venezia,0,2,2,1,843.7892649370405,5200.0,98.0
OR-140999,Firenze,0,1,2,0,1755.185550087397,1747.1457852457931,98.0
OR-145999,Roma,0,4,2,2,1.0,6068.230573513264,237.0
OR-140999,Genova,0,1,1,1,425.1303346182102,407.41037743953063,43.0
OR-145009,Bologna,0,2,1,2,1100.0,1097.0418693046938,43.0
OR-140999,Bologna,0,2,1,1,1225.3993335196012,2369.739812355859,40.49294169106638
OR-140999,*,0,1,1,1,579.5388635384269,580.0170246063915,43.0
OR-145999,Cagliari,0,1,0,2,2405.6753304043577,2393.0144589080573,98.0
OR-140999,Genova,0,2,0,2,479.9694295462262,500.0,43.0
OR-140999,Milano,0,2,1,1,1072.1665042074048,1110.3006555314603,21.5
OR-145009,Torino,0,2,1,1,3238.6256288659138,2850.7054275969845,98.0
OR-145009,Torino,0,2,1,2,1.0,510.9518852406588,43.0
*,Napoli,1,2,1,2,132.12650037146224,94.35885630107171,43.0
OR-145009,Venezia,0,2,2,1,10883.075172326795,19573.18916580009,237.0
OR-145999,Torino,0,1,0,2,1485.7190083013259,1442.333544262527,98.0
OR-140999,Milano,0,1,1,1,4419.5858415816465,4336.890471526367,98.0
OR-145999,*,0,1,1,1,2292.867883106638,2286.6488819866063,98.0
OR-140999,Napoli,1,2,1,2,1.0,546.0628626711459,43.0
OR-145009,Palermo,0,2,1,2,3361.71438686981,6179.907227407042,237.0
OR-140999,Milano,0,2,1,1,1899.6483755285235,1891.1159724521588,49.0
OR-140999,Milano,0,1,1,1,600.0,613.6100188506907,43.0
OR-140999,Venezia,1,1,1,2,500.0,87.7626810763868,43.0
OR-140999,Palermo,0,1,1,1,243.0707186732895,248.76934107983269,43.0
*,Milano,0,2,1,2,1251.2373193294327,0.0,98.0
OR-145009,Genova,0,2,1,1,300.0,250.0,43.0
OR-145009,Palermo,0,2,1,1,415.66676813238297,1032.0,43.0
OR-145009,Bari,0,2,1,1,3894.704019781725,13157.261063871963,237.0
OR-140999,Genova,0,1,0,2,720.3841517803485,712.9070128120471,43.0
OR-145009,Napoli,0,2,1,1,2000.0,2314.2896265576605,98.0
OR-145009,Roma,0,3,0,3,0.01,2002.3161883346347,98.0
OR-140999,*,0,1,1,1,892.9718627864412,894.8626273756639,43.0
OR-145999,Torino,0,2,3,1,759.4960752033539,1805.513918072119,85.0
OR-145009,Napoli,0,2,1,2,2054.964502949008,5200.0,98.0
*,Cagliari,0,1,2,0,601.0564513919752,600.0,43.0
OR-140999,Bari,0,2,1,1,1000.3011981116713,1032.0,21.5
OR-145999,Milano,0,3,1,2,2.0,447.1955280501942,37.0
OR-145009,Genova,0,3,2,1,2363.630083533771,15131.931963927645,237.0
OR-145009,Milano,0,2,1,1,7081.110385635896,6936.14264514336,237.0
OR-140999,Palermo,0,2,2,1,2576.3484863912627,4680.9931090403625,98.0
OR-145999,Milano,0,2,1,1,4211.956137987626,4242.716152850694,49.0
OR-145999,Firenze,0,3,0,3,777.8818854130033,5000.0,98.0
OR-145009,Napoli,0,2,1,1,1434.6619579358737,5056.199011467342,85.0
OR-145009,Roma,0,2,1,2,2836.6265399091244,20000.0,237.0
OR-145999,Palermo,0,2,1,1,4298.979051933173,5000.0,85.0
OR-145009,Napoli,0,3,3,1,16729.37230174726,19918.27976735341,237.0
OR-140999,Milano,0,2,1,1,785.1644521543834,1152.1954747824072,43.0
OR-145009,*,0,3,3,1,4073.808750449154,5200.0,98.0
OR-140999,*,0,1,2,0,1906.9749609287392,1872.8552800313043,98.0
OR-140999,Milano,0,2,1,1,2192.53864332882,2248.9419502992814,98.0
OR-140999,Cagliari,0,2,1,1,700.0,886.1987402917918,43.0
OR-145009,Bologna,0,2,1,1,5357.096178873979,8014.658680133178,237.0
OR-145009,*,0,2,2,2,1553.260420002532,20000.0,206.0
OR-145999,Milano,0,1,0,2,1199.9999999999998,1600.0,85.0
OR-140999,Torino,0,1,0,2,1060.4729345195735,4897.401537802615,98.0
OR-145999,Bologna,0,1,1,1,284.7147649438496,288.06801513065966,43.0
OR-140999,Bologna,0,1,1,1,877.5121479651463,873.869737859628,43.0
OR-145009,Milano,0,2,1,1,2973.953275187901,3000.0,49.0
OR-145009,Torino,0,2,3,1,9461.290126084377,20000.0,237.0
OR-140999,Palermo,0,1,1,1,600.0,822.8518564305036,43.0
OR-145009,Bologna,0,2,3,1,1749.232297494286,6001.945554857961,237.0
OR-140999,Napoli,0,1,0,2,1900.0,2500.0,98.0
OR-145999,Milano,0,2,1,1,500.0,496.2255327877598,21.5
OR-140999,Palermo,0,2,2,0,1584.5970641838087,1596.98168889641,98.0
OR-145009,Palermo,0,1,1,1,900.0,3374.532743691021,98.0
OR-140999,Venezia,0,1,0,2,3854.5701055043023,3798.74174129321,98.0
OR-145009,Bologna,0,3,2,1,1931.2567778652901,20000.0,237.0
OR-140999,Palermo,0,3,2,1,1000.0000000000001,1200.0,98.0
OR-140999,Bari,0,2,2,1,500.0,700.0,43.0
OR-140999,Roma,0,2,0,2,165.9404965406177,167.2222438692258,43.0
OR-140999,Palermo,0,1,1,1,1032.91,1032.91,21.5
OR-145009,Venezia,0,2,2,1,1750.9666814368077,9819.960337214376,206.0
OR-140999,Torino,0,2,1,1,563.2885296718672,590.81352887145,43.0
OR-145009,Napoli,0,2,2,1,1190.9088742823328,20000.0,237.0
OR-145009,Firenze,0,2,1,2,3595.8083872518328,3500.409599619247,98.0
OR-140999,Firenze,0,2,1,1,1900.0,1958.327468958537,98.0
OR-145009,Palermo,0,2,3,1,3046.68155541338,14892.997105648004,237.0
OR-145999,Cagliari,0,1,0,2,840.1418190470922,849.500829448372,43.0
OR-140999,Roma,1,2,1,2,1367.3458914144835,4878.375394448685,98.0
OR-140999,*,0,2,1,1,5000.0,5000.0,98.0
OR-140999,Bari,0,2,1,1,1259.8355488140762,1230.0953442083994,98.0
OR-145009,Napoli,0,2,1,2,1687.534584016433,5200.0,98.0
OR-140999,*,0,0,0,2,600.0,674.7428154721363,43.0
OR-145009,*,0,3,4,0,5199.977886793917,5200.0,237.0
OR-145999,Cagliari,0,1,0,2,734.9870552457464,734.0408278270435,43.0
*,Milano,0,2,1,1,158.59013487494207,169.95815543401199,43.0
OR-140999,Milano,0,2,1,1,5.708755564725573,54.698368663626745,43.0
OR-140999,Bari,0,3,4,0,2153.914689527463,2000.0,49.0
OR-140999,Bologna,0,1,0,2,378.5066147242348,381.96467836164413,43.0
OR-145009,Palermo,0,3,3,1,5164.8903290962535,16830.008388638573,237.0
OR-145009,Bologna,0,1,1,2,751.5153490644539,737.0334970110415,43.0
OR-140999,Roma,0,2,0,2,1332.1355420950567,1333.2879740478375,98.0
OR-145009,Genova,0,1,1,1,1300.0,1336.748641620578,98.0
OR-145009,*,0,2,1,1,1032.91,2895.8080558879433,98.0
OR-140999,Firenze,0,1,0,2,764.0258994961199,767.2063306515432,43.0
OR-140999,Bologna,0,2,0,2,750.0000000000001,1038.7376492505753,37.0
OR-140999,Firenze,0,2,1,1,227.8339847411947,234.1658563362642,43.0
OR-140999,Venezia,0,2,1,1,500.0,1000.0,43.0
OR-140999,Napoli,1,1,1,2,776.5720395037487,753.9070401624463,43.0
OR-140999,Milano,0,1,1,1,1066.6471268187277,1078.7327149359896,43.0
OR-140999,Milano,0,1,1,1,1311.8300198395752,1366.1853754680349,196.0
OR-140999,Milano,0,2,0,2,886.6658307379046,0.0,49.0
OR-140999,Roma,0,1,0,2,654.1412745780069,652.6807779802781,43.0
OR-145009,*,0,2,1,1,4380.893086842669,5200.0,98.0
OR-140999,*,0,2,2,1,800.0,828.1070858546657,43.0
OR-140999,Cagliari,0,1,2,1,400.00000000000006,845.2204910384127,43.0
OR-145999,Milano,0,1,1,2,3432.2274340167683,3656.643023445815,98.0
OR-140999,Napoli,0,2,1,1,2868.598647126413,1793.1970322044087,85.0
OR-145009,Napoli,0,2,3,1,2841.1721961868284,20000.0,237.0
*,Roma,1,3,1,2,810.9900813231744,2101.210604762305,98.0
OR-145999,Firenze,0,1,0,2,3322.429649826077,3188.6099212088748,98.0
OR-145999,*,0,1,0,2,1032.91,1721.7470401608948,98.0
OR-145009,Firenze,0,2,1,1,500.0,5000.0,98.0
*,Palermo,0,3,4,0,471.55135583175297,499.31405668064565,43.0
OR-145009,Bari,0,2,3,2,7889.512696118513,15026.933251808774,237.0
OR-145009,Napoli,0,1,1,1,898.9387512460738,891.2315234044021,43.0
OR-145009,Roma,0,2,1,1,2907.9750108406256,5200.0,98.0
OR-140999,Milano,0,2,0,2,2555.6344784016633,3618.2675228648554,49.0
OR-140999,*,0,1,1,1,515.6984961344483,517.9224505461419,21.5
OR-145009,Milano,0,1,1,1,597.6533874463158,573.3603741943153,43.0
OR-140999,Bologna,0,1,0,2,529.3982479991079,516.0,43.0
OR-145009,Cagliari,0,2,2,1,8617.968991072188,9063.641842465435,237.0
OR-140999,Milano,0,1,2,0,460.051506409463,442.9814309836791,43.0
OR-140999,Genova,0,1,2,0,650.0,649.3724888463099,43.0
OR-145009,Napoli,0,2,1,2,1500.0,5052.929318409554,98.0
OR-145999,Palermo,0,1,1,1,250.0,250.0,43.0
OR-140999,Napoli,0,2,1,1,600.0,609.1325705141456,43.0
OR-140999,Milano,0,2,1,2,1531.8623119040647,2433.773283625016,98.0
OR-145009,Torino,0,2,1,2,1.0,17652.851289174414,237.0
OR-140999,Milano,0,1,1,1,1000.0000000000001,1000.0,43.0
OR-145009,*,0,2,1,3,1363.5483747669678,1475.4783760347802,98.0
OR-145009,Milano,0,2,1,1,800.0,1100.0,43.0
OR-140999,Roma,1,3,1,2,171.4055488885401,388.2460737978742,43.0
OR-140999,Napoli,1,3,1,3,349.555687472495,763.65550040808,43.0
OR-140999,Roma,1,3,1,2,0.01,275.87232100481793,43.0
OR-140999,Palermo,1,3,1,2,1414.9241449717629,3737.1635593587703,98.0
OR-145009,Cagliari,0,1,0,2,699.5214401818672,695.5987555187781,43.0
OR-145009,*,0,2,2,1,4453.7647967834755,5000.0,98.0
OR-145009,Palermo,0,1,1,1,4595.747868789741,4580.712128052532,98.0
OR-140999,Genova,0,2,0,2,1175.1956247249177,4631.168383769213,43.0
OR-140999,Milano,0,1,0,2,1645.2976754290928,5000.0,98.0
OR-145009,Genova,0,2,2,1,1906.9308687301982,3815.9670572291684,98.0
OR-140999,Milano,0,2,1,3,1035.0636907233459,1032.0,43.0
OR-140999,Roma,0,1,1,1,200.0,200.0,43.0
OR-145009,*,0,1,1,1,1806.2108355416324,1796.153163146974,98.0
OR-145009,Milano,0,2,1,1,1595.3227676271433,1644.1450753533397,98.0
OR-140999,Milano,0,2,1,1,250.0,250.0,43.0
OR-145009,Palermo,0,3,3,1,5000.0,12730.92395951806,237.0
OR-145999,Firenze,0,0,0,2,1300.0,1625.6576154793893,98.0
OR-145999,Milano,0,2,1,1,4000.0,4000.0,85.0
OR-145009,Bologna,0,1,2,1,7055.250855927463,9690.426205899535,206.0
OR-145999,Roma,0,1,0,2,502.2230817541636,511.75446834787135,43.0
OR-140999,*,0,1,1,1,630.4444955691338,644.4138090686068,43.0
OR-140999,Palermo,0,2,2,0,3018.3360502463074,3030.1114662941436,98.0
OR-140999,Milano,0,2,2,2,1390.1057052864555,5164.04550891207,98.0
OR-140999,Milano,0,2,1,1,248.8746141880452,245.16202322717587,43.0
OR-145009,Firenze,0,2,1,3,5661.543706406754,5200.0,237.0
OR-140999,Genova,0,2,1,1,399.8225636036957,1000.0,43.0
OR-145999,Milano,0,0,2,0,49.17113492257871,68.0333060390193,43.0
OR-145009,Torino,0,3,2,1,2.0,3622.7285023206036,98.0
OR-140999,Bari,0,2,1,3,1000.0000000000001,1351.893923249854,98.0
OR-140999,Napoli,1,1,1,1,478.68908136453535,891.9864811472154,43.0
OR-140999,Milano,0,2,1,1,250.0,250.0,43.0
OR-140999,Firenze,0,2,1,1,68.62811819903787,85.56546179690926,43.0
OR-145009,Roma,0,2,1,1,250.0,500.0,43.0
OR-140999,Firenze,0,2,0,2,2400.0,2339.358729298811,98.0
OR-140999,Bologna,0,1,2,0,1894.7678274089528,1980.945777746479,98.0
OR-145009,Napoli,0,1,2,1,2614.395958385854,8725.323025783167,206.0
OR-145009,Napoli,0,1,1,1,122.91748682928974,1044.7897047634508,43.0
OR-140999,Firenze,0,0,1,1,215.70672656264708,220.07627388057853,43.0
OR-145009,Palermo,0,1,3,1,250.0,1032.0,43.0
OR-140999,Milano,0,2,0,2,3199.9541289125013,3097.5459147854303,49.0
OR-145999,Bologna,0,1,1,1,2780.046064963556,2801.4476865882357,98.0
OR-145999,Torino,0,1,0,2,3186.141298839733,3043.1973951119535,98.0
OR-145999,Milano,0,2,1,1,657.4377473099275,2395.5792978897807,49.0
OR-140999,*,0,1,2,0,2884.2890878342737,2959.564955764324,98.0
*,Napoli,0,0,2,0,964.8911083350303,996.3580582273568,43.0
OR-145999,Milano,0,1,1,1,1599.92280847993,3222.914093451357,98.0
OR-145009,Bologna,0,2,2,1,2399.9954946861285,22117.893175978512,237.0
OR-140999,Napoli,0,2,1,1,2099.7500007769636,2028.779083364594,98.0
OR-140999,Roma,0,2,0,2,1.0,1083.3671434284565,49.0
OR-145009,*,0,2,2,2,4527.472321185787,5751.168656735037,237.0
OR-145999,Milano,0,1,0,2,500.0,500.0,43.0
OR-145999,*,0,1,1,1,176.31712637154993,177.7951585277801,43.0
*,Milano,0,1,0,2,837.4356361322195,827.050868771719,43.0
OR-145999,Torino,0,2,0,2,1168.7024131118205,1162.5803533319395,49.0
OR-140999,*,0,2,1,2,1387.2765717079083,5200.0,98.0
OR-145999,Palermo,0,2,1,1,500.0,500.0,43.0
OR-140999,Palermo,0,2,1,1,1768.4099293518238,1774.0480206379773,98.0
OR-140999,Firenze,0,2,2,1,797.4621474064813,1100.0,43.0
OR-140999,Torino,0,1,0,2,526.7643846812327,514.0797410218722,43.0
OR-140999,Milano,0,1,1,1,1846.0758434720026,1879.488680203129,98.0
OR-145009,Napoli,0,3,2,1,1035.4638805615866,5200.0,98.0
OR-140999,Genova,1,1,1,1,250.0,245.37805640660554,43.0
OR-140999,Palermo,1,3,1,2,592.1360675751495,1334.0768009991243,98.0
OR-145999,Genova,0,2,1,1,2429.9807637346235,2901.0321488163527,98.0
OR-145999,Milano,0,1,1,1,1000.0000000000001,0.0,43.0
OR-145009,Palermo,0,2,2,1,7957.088356384055,14740.895550059084,237.0
OR-145999,Milano,0,2,1,2,348.88922960784834,461.41054144621097,43.0
OR-140999,Cagliari,0,2,0,2,4000.0222013554553,3949.606391603351,49.0
OR-145009,Roma,0,2,2,1,1327.4539604794436,26000.0,206.0
OR-145999,Bari,0,2,1,1,674.748216715353,930.7906896089352,43.0
OR-140999,Roma,1,3,1,2,0.01,520.9152596330997,43.0
OR-145009,Roma,0,2,2,1,1206.1210994234257,2544.3671961855975,98.0
OR-145009,Cagliari,0,2,0,2,1032.91,4511.009848506796,49.0
OR-145999,Milano,0,2,1,1,559.679742377052,592.758772013635,43.0
OR-145009,Palermo,0,2,1,1,9286.733165459142,10383.869413811975,237.0
OR-145009,Milano,0,2,1,1,3258.4262174764226,4674.334486367918,98.0
OR-145009,Bologna,0,2,2,1,5963.639405547142,14074.389383484395,237.0
OR-145999,*,0,1,1,1,611.765329791004,607.4413515005988,43.0
OR-140999,Torino,0,1,2,0,1151.3930522690946,1200.0,98.0
OR-145009,Napoli,0,2,1,2,14354.484953057974,10025.540583059064,237.0
OR-140999,Milano,0,2,1,1,250.0,250.0,43.0
OR-140999,Milano,0,1,2,1,5000.0,9441.130849602581,237.0
OR-140999,Roma,0,1,0,2,2471.4578788415583,2414.020121255401,98.0
OR-140999,Bologna,0,2,3,1,2858.6339556248904,5200.0,98.0
OR-140999,Torino,0,2,1,1,2038.2614908757246,3635.8878866443897,98.0
OR-145009,Bologna,0,4,3,1,2971.3344043211714,12278.69163934676,206.0
